PaymentNr;SalesOrderNr;CustomerNr;CustomerName;PaymentDate;Value
31987;2185;0017100001;Domestic US Customer 1;2019-11-22T00:00:00.000Z;105.3
31988;50;0017100001;Domestic US Customer 1;2017-10-27T00:00:00.000Z;33.8
31989;1875;0017100003;Domestic Customer US 3;2019-11-01T00:00:00.000Z;172.25
31990;2062;USCU_S05;Greater Hartford Area;2019-12-07T00:00:00.000Z;17160.0
31991;2063;USCU_L06;Dexon;2020-01-09T00:00:00.000Z;15400.0
31992;2064;USCU_L01;Skymart Corp;2020-01-13T00:00:00.000Z;7920.0
31993;2065;USCU_L10;CostClub;2020-01-09T00:00:00.000Z;8800.0
31994;2066;USCU_S14;Cityscape Cycles;2019-12-01T00:00:00.000Z;440.0
31995;2067;USCU_S09;Greenhigh Bikes;2019-12-03T00:00:00.000Z;27000.0
31996;2068;USCU_L07;Interlude Inc;2020-01-07T00:00:00.000Z;6075.0
31997;2069;USCU_S14;Cityscape Cycles;2019-12-09T00:00:00.000Z;48600.0
31998;2070;USCU_L01;Skymart Corp;2020-01-11T00:00:00.000Z;15525.0
31999;2071;USCU_L09;Bigmart;2020-01-20T00:00:00.000Z;2700.0
32000;2072;USCU_S01;Performance Bikes;2019-12-05T00:00:00.000Z;675.0
32001;2073;USCU_S10;Turbo Bikes;2019-12-05T00:00:00.000Z;90180.0
32002;2074;USCU_S02;Custom Sports;2019-12-07T00:00:00.000Z;12024.0
32003;2075;USCU_L06;Dexon;2020-01-19T00:00:00.000Z;13026.0
32004;2076;USCU_S14;Cityscape Cycles;2019-12-05T00:00:00.000Z;14028.0
32005;2077;USCU_L01;Skymart Corp;2020-01-12T00:00:00.000Z;15030.0
32006;2078;USCU_L10;CostClub;2020-01-12T00:00:00.000Z;10020.0
32007;2079;USCU_L10;CostClub;2020-01-23T00:00:00.000Z;2667.0
32008;2080;USCU_L01;Skymart Corp;2020-01-24T00:00:00.000Z;12446.0
32009;2081;USCU_L07;Interlude Inc;2020-01-13T00:00:00.000Z;14224.0
32010;2082;USCU_S15;Northside Bikes;2019-12-05T00:00:00.000Z;889.0
32011;2083;USCU_S13;Rolling Bike Shop;2019-12-04T00:00:00.000Z;12446.0
32012;2084;USCU_S03;Eastside Bikes;2019-12-04T00:00:00.000Z;7112.0
32013;2085;USCU_L09;Bigmart;2020-01-11T00:00:00.000Z;7935.0
32014;2086;USCU_L03;Viadox;2020-01-18T00:00:00.000Z;25392.0
32015;2087;USCU_S17;Bikepros;2019-12-03T00:00:00.000Z;245985.0
32016;2088;USCU_S02;Custom Sports;2019-12-09T00:00:00.000Z;157113.0
32017;2089;USCU_L04;Quotex;2020-01-21T00:00:00.000Z;3174.0
32018;2090;USCU_S07;Westend Cycles;2019-12-01T00:00:00.000Z;74589.0
32019;2091;USCU_S13;Rolling Bike Shop;2019-12-04T00:00:00.000Z;42812.0
32020;2092;USCU_S02;Custom Sports;2019-12-06T00:00:00.000Z;194600.0
32021;2093;USCU_S17;Bikepros;2019-12-01T00:00:00.000Z;66164.0
32022;2094;USCU_L01;Skymart Corp;2020-01-18T00:00:00.000Z;19460.0
32023;2095;USCU_L05;Bluestar Corp;2020-01-22T00:00:00.000Z;3892.0
32024;2096;USCU_L09;Bigmart;2020-01-19T00:00:00.000Z;2825.0
32025;2097;USCU_L05;Bluestar Corp;2020-01-17T00:00:00.000Z;4520.0
32026;2098;USCU_L02;Toys4U;2020-01-19T00:00:00.000Z;10735.0
32027;2100;USCU_S10;Turbo Bikes;2019-12-09T00:00:00.000Z;2825.0
32028;2101;USCU_S17;Bikepros;2019-12-07T00:00:00.000Z;565.0
32029;2102;USCU_S15;Northside Bikes;2019-12-05T00:00:00.000Z;107379.0
32030;2103;USCU_L08;Veracity;2020-01-05T00:00:00.000Z;91471.0
32031;2104;USCU_S12;Century Cycles;2019-12-08T00:00:00.000Z;67609.0
32032;2105;USCU_S02;Custom Sports;2019-12-05T00:00:00.000Z;11931.0
32033;2106;USCU_L02;Toys4U;2020-01-16T00:00:00.000Z;3977.0
32034;2107;USCU_L10;CostClub;2020-01-21T00:00:00.000Z;43747.0
32035;2108;USCU_S17;Bikepros;2019-12-09T00:00:00.000Z;131597.0
32545;3208;USCU_S12;Century Cycles;2020-07-04T00:00:00.000Z;5720.0
32546;3209;USCU_L03;Viadox;2020-08-08T00:00:00.000Z;11000.0
32547;3030;0017100001;Domestic US Customer 1;2020-06-07T00:00:00.000Z;500.0
32548;2704;0017100001;Domestic US Customer 1;2020-03-24T00:00:00.000Z;0.0
32549;2705;0017100001;Domestic US Customer 1;2020-03-24T00:00:00.000Z;0.0
32550;2706;0017100001;Domestic US Customer 1;2020-03-24T00:00:00.000Z;0.0
32551;2744;USCU_S13;Rolling Bike Shop;2020-05-24T00:00:00.000Z;5650.0
32552;2745;USCU_L05;Bluestar Corp;2020-07-02T00:00:00.000Z;35793.0
32553;2746;USCU_S11;Bike World;2020-05-23T00:00:00.000Z;127264.0
32554;2747;USCU_L03;Viadox;2020-07-01T00:00:00.000Z;11931.0
32555;2748;USCU_S14;Cityscape Cycles;2020-05-24T00:00:00.000Z;55678.0
32556;2749;USCU_L09;Bigmart;2020-06-21T00:00:00.000Z;19885.0
32557;2750;USCU_S06;Hub & Spokes Inc;2020-05-24T00:00:00.000Z;7954.0
32558;2751;USCU_S02;Custom Sports;2020-05-22T00:00:00.000Z;61928.0
32559;2752;USCU_L07;Interlude Inc;2020-07-03T00:00:00.000Z;15482.0
32560;2753;USCU_L01;Skymart Corp;2020-07-03T00:00:00.000Z;7741.0
32561;2754;USCU_S11;Bike World;2020-05-17T00:00:00.000Z;317381.0
32562;2755;USCU_S17;Bikepros;2020-05-26T00:00:00.000Z;69669.0
32563;2756;USCU_L04;Quotex;2020-06-26T00:00:00.000Z;18830.0
32564;2757;USCU_S12;Century Cycles;2020-05-24T00:00:00.000Z;7210.0
32565;2758;USCU_S02;Custom Sports;2020-05-20T00:00:00.000Z;350.0
32566;2759;USCU_S15;Northside Bikes;2020-05-26T00:00:00.000Z;1260.0
32567;2760;USCU_L10;CostClub;2020-07-08T00:00:00.000Z;7840.0
32568;2761;USCU_L02;Toys4U;2020-07-01T00:00:00.000Z;8120.0
32569;2762;USCU_S17;Bikepros;2020-05-18T00:00:00.000Z;2040.0
32570;2763;USCU_L02;Toys4U;2020-06-26T00:00:00.000Z;38040.0
32571;2764;USCU_S07;Westend Cycles;2020-05-26T00:00:00.000Z;1920.0
32572;2765;USCU_L09;Bigmart;2020-06-22T00:00:00.000Z;240.0
32573;2766;USCU_L05;Bluestar Corp;2020-07-02T00:00:00.000Z;1080.0
32574;2767;USCU_S04;Fit Cycles;2020-05-25T00:00:00.000Z;720.0
32575;2768;USCU_L07;Interlude Inc;2020-07-06T00:00:00.000Z;26080.0
32576;2769;USCU_S02;Custom Sports;2020-05-19T00:00:00.000Z;2720.0
32577;2770;USCU_L03;Viadox;2020-07-05T00:00:00.000Z;13920.0
32578;2771;USCU_S15;Northside Bikes;2020-05-25T00:00:00.000Z;5280.0
32579;2772;USCU_L10;CostClub;2020-06-28T00:00:00.000Z;16000.0
32580;2773;USCU_S13;Rolling Bike Shop;2020-05-24T00:00:00.000Z;800.0
32581;2707;USCU_S01;Performance Bikes;2020-05-24T00:00:00.000Z;12760.0
32582;2708;USCU_L09;Bigmart;2020-07-04T00:00:00.000Z;15840.0
32583;2709;USCU_L03;Viadox;2020-06-22T00:00:00.000Z;12760.0
32584;2710;USCU_S09;Greenhigh Bikes;2020-05-18T00:00:00.000Z;440.0
32585;2711;USCU_S16;Gogo Bikes;2020-05-22T00:00:00.000Z;8360.0
32586;2712;USCU_L05;Bluestar Corp;2020-07-05T00:00:00.000Z;44440.0
32587;2713;USCU_S13;Rolling Bike Shop;2020-05-23T00:00:00.000Z;25650.0
32588;2714;USCU_L03;Viadox;2020-06-27T00:00:00.000Z;12150.0
32589;2715;USCU_S16;Gogo Bikes;2020-05-23T00:00:00.000Z;37125.0
32590;2716;USCU_L08;Veracity;2020-06-22T00:00:00.000Z;11475.0
32591;2717;USCU_S01;Performance Bikes;2020-05-17T00:00:00.000Z;8100.0
32592;2718;USCU_S06;Hub & Spokes Inc;2020-05-22T00:00:00.000Z;207414.0
32593;2719;USCU_S15;Northside Bikes;2020-05-22T00:00:00.000Z;10020.0
32594;2720;USCU_S07;Westend Cycles;2020-05-18T00:00:00.000Z;3006.0
32595;2721;USCU_L06;Dexon;2020-06-30T00:00:00.000Z;8016.0
32596;2722;USCU_L01;Skymart Corp;2020-06-25T00:00:00.000Z;29058.0
32597;2723;USCU_L09;Bigmart;2020-06-29T00:00:00.000Z;4008.0
32598;2724;USCU_L05;Bluestar Corp;2020-06-27T00:00:00.000Z;42672.0
32599;2725;USCU_S04;Fit Cycles;2020-05-22T00:00:00.000Z;4445.0
32600;2726;USCU_S17;Bikepros;2020-05-25T00:00:00.000Z;6223.0
32601;2727;USCU_L09;Bigmart;2020-07-08T00:00:00.000Z;9779.0
32602;2728;USCU_S07;Westend Cycles;2020-05-22T00:00:00.000Z;15113.0
32603;2729;USCU_L02;Toys4U;2020-07-04T00:00:00.000Z;6223.0
32604;2730;USCU_L10;CostClub;2020-07-06T00:00:00.000Z;3174.0
32605;2731;USCU_S10;Turbo Bikes;2020-05-21T00:00:00.000Z;69828.0
32606;2732;USCU_L05;Bluestar Corp;2020-07-04T00:00:00.000Z;4761.0
32607;2733;USCU_S17;Bikepros;2020-05-20T00:00:00.000Z;52371.0
32608;2734;USCU_S03;Eastside Bikes;2020-05-23T00:00:00.000Z;61893.0
32609;2735;USCU_L02;Toys4U;2020-06-30T00:00:00.000Z;96807.0
32610;2736;USCU_S11;Bike World;2020-05-18T00:00:00.000Z;73948.0
32611;2737;USCU_S05;Greater Hartford Area;2020-05-25T00:00:00.000Z;116760.0
32612;2738;USCU_L08;Veracity;2020-06-27T00:00:00.000Z;7784.0
32613;2739;USCU_L10;CostClub;2020-07-05T00:00:00.000Z;3955.0
32614;2740;USCU_S04;Fit Cycles;2020-05-17T00:00:00.000Z;1130.0
32615;2741;USCU_S15;Northside Bikes;2020-05-21T00:00:00.000Z;4520.0
32616;2742;USCU_L01;Skymart Corp;2020-07-03T00:00:00.000Z;15820.0
32617;2743;USCU_L04;Quotex;2020-07-04T00:00:00.000Z;14125.0
32618;2818;USCU_S13;Rolling Bike Shop;2020-05-23T00:00:00.000Z;147079.0
32619;2819;USCU_S07;Westend Cycles;2020-05-18T00:00:00.000Z;1820.0
32620;2820;USCU_L07;Interlude Inc;2020-06-25T00:00:00.000Z;6860.0
32621;2821;USCU_S14;Cityscape Cycles;2020-05-22T00:00:00.000Z;1540.0
32622;2822;USCU_L09;Bigmart;2020-07-11T00:00:00.000Z;5740.0
32623;2823;USCU_S05;Greater Hartford Area;2020-05-25T00:00:00.000Z;1610.0
32624;2824;USCU_L03;Viadox;2020-06-22T00:00:00.000Z;10290.0
32625;2825;USCU_L09;Bigmart;2020-07-08T00:00:00.000Z;4320.0
32626;2826;USCU_S01;Performance Bikes;2020-05-19T00:00:00.000Z;10320.0
32627;2827;USCU_L02;Toys4U;2020-06-30T00:00:00.000Z;3720.0
32628;2828;USCU_S07;Westend Cycles;2020-05-23T00:00:00.000Z;3120.0
32629;2829;USCU_L07;Interlude Inc;2020-07-09T00:00:00.000Z;14160.0
32630;2830;USCU_L10;CostClub;2020-06-23T00:00:00.000Z;3840.0
32631;2831;USCU_S16;Gogo Bikes;2020-05-18T00:00:00.000Z;4480.0
32632;2832;USCU_S01;Performance Bikes;2020-05-20T00:00:00.000Z;3680.0
32633;2833;USCU_L01;Skymart Corp;2020-07-04T00:00:00.000Z;18400.0
32634;2834;USCU_L04;Quotex;2020-07-09T00:00:00.000Z;20800.0
32635;2835;USCU_S07;Westend Cycles;2020-05-27T00:00:00.000Z;960.0
32636;2774;USCU_L10;CostClub;2020-06-24T00:00:00.000Z;8360.0
32637;2775;USCU_S04;Fit Cycles;2020-05-19T00:00:00.000Z;15400.0
32638;2776;USCU_L06;Dexon;2020-07-08T00:00:00.000Z;33440.0
32639;2777;USCU_L02;Toys4U;2020-07-05T00:00:00.000Z;18040.0
32640;2778;USCU_S13;Rolling Bike Shop;2020-05-18T00:00:00.000Z;11440.0
32641;2779;USCU_S14;Cityscape Cycles;2020-05-23T00:00:00.000Z;7040.0
32642;2780;USCU_S14;Cityscape Cycles;2020-05-18T00:00:00.000Z;33075.0
32643;2781;USCU_L06;Dexon;2020-07-08T00:00:00.000Z;8775.0
32644;2782;USCU_S05;Greater Hartford Area;2020-05-21T00:00:00.000Z;61425.0
32645;2783;USCU_S07;Westend Cycles;2020-05-24T00:00:00.000Z;35775.0
32646;2784;USCU_S12;Century Cycles;2020-05-18T00:00:00.000Z;66132.0
32647;2785;USCU_L02;Toys4U;2020-06-25T00:00:00.000Z;8016.0
32648;2786;USCU_L09;Bigmart;2020-07-07T00:00:00.000Z;2004.0
32649;2787;USCU_S14;Cityscape Cycles;2020-05-24T00:00:00.000Z;1002.0
32650;2788;USCU_L05;Bluestar Corp;2020-06-22T00:00:00.000Z;1002.0
32651;2789;USCU_S02;Custom Sports;2020-05-25T00:00:00.000Z;95190.0
32652;2790;USCU_S14;Cityscape Cycles;2020-05-26T00:00:00.000Z;8001.0
32653;2791;USCU_L09;Bigmart;2020-07-11T00:00:00.000Z;26670.0
32654;2792;USCU_S10;Turbo Bikes;2020-05-26T00:00:00.000Z;8001.0
32655;2793;USCU_L08;Veracity;2020-06-24T00:00:00.000Z;58674.0
32656;2794;USCU_L03;Viadox;2020-06-22T00:00:00.000Z;19558.0
32657;2795;USCU_S03;Eastside Bikes;2020-05-21T00:00:00.000Z;11557.0
32658;2796;USCU_S15;Northside Bikes;2020-05-21T00:00:00.000Z;282486.0
32659;2797;USCU_S02;Custom Sports;2020-05-26T00:00:00.000Z;39675.0
32660;2798;USCU_S09;Greenhigh Bikes;2020-05-18T00:00:00.000Z;7935.0
32661;2799;USCU_L10;CostClub;2020-06-28T00:00:00.000Z;31740.0
32662;2800;USCU_L07;Interlude Inc;2020-06-26T00:00:00.000Z;36501.0
32663;2801;USCU_S14;Cityscape Cycles;2020-05-20T00:00:00.000Z;19460.0
32664;2802;USCU_S09;Greenhigh Bikes;2020-05-18T00:00:00.000Z;46704.0
32665;2803;USCU_S05;Greater Hartford Area;2020-05-23T00:00:00.000Z;155680.0
32666;2804;USCU_L03;Viadox;2020-07-04T00:00:00.000Z;3892.0
32667;2805;USCU_L08;Veracity;2020-07-02T00:00:00.000Z;5650.0
32668;2806;USCU_S16;Gogo Bikes;2020-05-18T00:00:00.000Z;1695.0
32669;2807;USCU_S02;Custom Sports;2020-05-27T00:00:00.000Z;565.0
32670;2808;USCU_L10;CostClub;2020-06-29T00:00:00.000Z;3390.0
32671;2809;USCU_S10;Turbo Bikes;2020-05-19T00:00:00.000Z;5650.0
32672;2810;USCU_L03;Viadox;2020-06-24T00:00:00.000Z;9605.0
32673;2811;USCU_L06;Dexon;2020-07-09T00:00:00.000Z;55678.0
32674;2812;USCU_S09;Greenhigh Bikes;2020-05-19T00:00:00.000Z;131241.0
32675;2813;USCU_L01;Skymart Corp;2020-07-08T00:00:00.000Z;11931.0
32676;2814;USCU_S05;Greater Hartford Area;2020-05-21T00:00:00.000Z;63632.0
32677;2815;USCU_S15;Northside Bikes;2020-05-24T00:00:00.000Z;83517.0
32678;2816;USCU_S16;Gogo Bikes;2020-05-18T00:00:00.000Z;69669.0
32679;2817;USCU_S03;Eastside Bikes;2020-05-27T00:00:00.000Z;69669.0
32680;2889;USCU_S12;Century Cycles;2020-05-26T00:00:00.000Z;8260.0
32681;2890;USCU_S14;Cityscape Cycles;2020-05-29T00:00:00.000Z;2520.0
32682;2891;USCU_S09;Greenhigh Bikes;2020-05-31T00:00:00.000Z;5880.0
32683;2892;USCU_L09;Bigmart;2020-07-06T00:00:00.000Z;120.0
32684;2893;USCU_L08;Veracity;2020-07-04T00:00:00.000Z;3840.0
32685;2894;USCU_L01;Skymart Corp;2020-07-03T00:00:00.000Z;41280.0
32686;2895;USCU_S03;Eastside Bikes;2020-05-27T00:00:00.000Z;3240.0
32687;2896;USCU_L01;Skymart Corp;2020-07-04T00:00:00.000Z;14720.0
32688;2897;USCU_S15;Northside Bikes;2020-05-25T00:00:00.000Z;2880.0
32689;2898;USCU_S08;Velocity Cycles;2020-06-01T00:00:00.000Z;640.0
32690;2899;USCU_L08;Veracity;2020-07-09T00:00:00.000Z;21600.0
32691;2900;USCU_S04;Fit Cycles;2020-06-01T00:00:00.000Z;2560.0
32692;2901;USCU_L10;CostClub;2020-07-10T00:00:00.000Z;6080.0
32693;2836;USCU_S03;Eastside Bikes;2020-06-01T00:00:00.000Z;13640.0
32694;2837;USCU_L06;Dexon;2020-07-08T00:00:00.000Z;50600.0
32695;2838;USCU_S07;Westend Cycles;2020-06-01T00:00:00.000Z;15840.0
32696;2839;USCU_L10;CostClub;2020-07-11T00:00:00.000Z;23760.0
32697;2840;USCU_S16;Gogo Bikes;2020-05-31T00:00:00.000Z;2640.0
32698;2841;USCU_L02;Toys4U;2020-07-06T00:00:00.000Z;5280.0
32699;2842;USCU_S09;Greenhigh Bikes;2020-06-01T00:00:00.000Z;35100.0
32700;2843;USCU_L02;Toys4U;2020-07-15T00:00:00.000Z;3375.0
32701;2844;USCU_S04;Fit Cycles;2020-05-25T00:00:00.000Z;12150.0
32702;2845;USCU_S14;Cityscape Cycles;2020-05-29T00:00:00.000Z;33075.0
32703;2846;USCU_L04;Quotex;2020-07-10T00:00:00.000Z;4050.0
32704;2847;USCU_L05;Bluestar Corp;2020-07-11T00:00:00.000Z;10020.0
32705;2848;USCU_S01;Performance Bikes;2020-05-25T00:00:00.000Z;191382.0
32706;2849;USCU_L03;Viadox;2020-06-30T00:00:00.000Z;10020.0
32707;2850;USCU_S12;Century Cycles;2020-05-26T00:00:00.000Z;58116.0
32708;2851;USCU_S15;Northside Bikes;2020-05-28T00:00:00.000Z;2004.0
32709;2852;USCU_L09;Bigmart;2020-07-02T00:00:00.000Z;11022.0
32710;2853;USCU_S08;Velocity Cycles;2020-05-29T00:00:00.000Z;12446.0
32711;2854;USCU_L08;Veracity;2020-06-29T00:00:00.000Z;8890.0
32712;2855;USCU_L01;Skymart Corp;2020-07-01T00:00:00.000Z;889.0
32713;2856;USCU_S15;Northside Bikes;2020-05-25T00:00:00.000Z;8001.0
32714;2857;USCU_S15;Northside Bikes;2020-05-23T00:00:00.000Z;260268.0
32715;2858;USCU_L03;Viadox;2020-07-09T00:00:00.000Z;95220.0
32716;2859;USCU_L05;Bluestar Corp;2020-07-10T00:00:00.000Z;41262.0
32717;2860;USCU_L10;CostClub;2020-07-10T00:00:00.000Z;25392.0
32718;2861;USCU_S06;Hub & Spokes Inc;2020-06-01T00:00:00.000Z;19044.0
32719;2862;USCU_S07;Westend Cycles;2020-05-31T00:00:00.000Z;11109.0
32720;2863;USCU_S04;Fit Cycles;2020-05-31T00:00:00.000Z;186816.0
32721;2864;USCU_S11;Bike World;2020-05-28T00:00:00.000Z;38920.0
32722;2865;USCU_L02;Toys4U;2020-06-29T00:00:00.000Z;7784.0
32723;2866;USCU_S17;Bikepros;2020-05-28T00:00:00.000Z;35028.0
32724;2867;USCU_L05;Bluestar Corp;2020-07-05T00:00:00.000Z;3892.0
32725;2868;USCU_L08;Veracity;2020-07-15T00:00:00.000Z;3955.0
32726;2869;USCU_S15;Northside Bikes;2020-05-28T00:00:00.000Z;3955.0
32727;2870;USCU_S13;Rolling Bike Shop;2020-05-26T00:00:00.000Z;8475.0
32728;2871;USCU_L01;Skymart Corp;2020-07-16T00:00:00.000Z;7910.0
32729;2872;USCU_L10;CostClub;2020-07-16T00:00:00.000Z;1695.0
32730;2873;USCU_S04;Fit Cycles;2020-05-29T00:00:00.000Z;565.0
32731;2874;USCU_L03;Viadox;2020-07-09T00:00:00.000Z;3977.0
32732;2875;USCU_S13;Rolling Bike Shop;2020-05-29T00:00:00.000Z;198850.0
32733;2876;USCU_L10;CostClub;2020-07-13T00:00:00.000Z;15908.0
32734;2877;USCU_S15;Northside Bikes;2020-05-30T00:00:00.000Z;15908.0
32735;2878;USCU_L05;Bluestar Corp;2020-07-15T00:00:00.000Z;63632.0
32736;2879;USCU_S06;Hub & Spokes Inc;2020-05-24T00:00:00.000Z;7954.0
32737;2880;USCU_S05;Greater Hartford Area;2020-05-31T00:00:00.000Z;123856.0
32738;2881;USCU_S17;Bikepros;2020-05-27T00:00:00.000Z;162561.0
32739;2882;USCU_L08;Veracity;2020-07-12T00:00:00.000Z;15482.0
32740;2883;USCU_S07;Westend Cycles;2020-05-29T00:00:00.000Z;379309.0
32741;2884;USCU_L09;Bigmart;2020-07-12T00:00:00.000Z;11690.0
32742;2885;USCU_S14;Cityscape Cycles;2020-05-26T00:00:00.000Z;2520.0
32743;2886;USCU_L02;Toys4U;2020-07-07T00:00:00.000Z;7490.0
32744;2887;USCU_L04;Quotex;2020-07-11T00:00:00.000Z;70.0
32745;2888;USCU_S01;Performance Bikes;2020-05-23T00:00:00.000Z;2170.0
32746;2902;USCU_S08;Velocity Cycles;2020-06-04T00:00:00.000Z;4840.0
32747;2903;USCU_L03;Viadox;2020-07-10T00:00:00.000Z;11440.0
32748;2904;USCU_L10;CostClub;2020-07-07T00:00:00.000Z;11000.0
32749;2905;USCU_L04;Quotex;2020-07-15T00:00:00.000Z;32120.0
32750;2906;USCU_S02;Custom Sports;2020-06-01T00:00:00.000Z;1320.0
32751;2907;USCU_S16;Gogo Bikes;2020-06-02T00:00:00.000Z;8800.0
32752;2908;USCU_S05;Greater Hartford Area;2020-06-04T00:00:00.000Z;58050.0
32753;2909;USCU_L02;Toys4U;2020-07-06T00:00:00.000Z;5400.0
32754;2910;USCU_S14;Cityscape Cycles;2020-06-02T00:00:00.000Z;14850.0
32755;2911;USCU_L09;Bigmart;2020-07-16T00:00:00.000Z;675.0
32756;2912;USCU_L04;Quotex;2020-07-14T00:00:00.000Z;6075.0
32757;2913;USCU_S10;Turbo Bikes;2020-06-02T00:00:00.000Z;20925.0
32758;2914;USCU_S16;Gogo Bikes;2020-05-31T00:00:00.000Z;19038.0
32759;2915;USCU_L03;Viadox;2020-07-10T00:00:00.000Z;7014.0
32760;2916;USCU_S04;Fit Cycles;2020-06-07T00:00:00.000Z;63126.0
32761;2917;USCU_L06;Dexon;2020-07-15T00:00:00.000Z;5010.0
32762;2918;USCU_S10;Turbo Bikes;2020-06-05T00:00:00.000Z;134268.0
32763;2919;USCU_L10;CostClub;2020-07-22T00:00:00.000Z;1002.0
32764;2920;USCU_S06;Hub & Spokes Inc;2020-06-08T00:00:00.000Z;3556.0
32765;2921;USCU_L10;CostClub;2020-07-10T00:00:00.000Z;13335.0
32766;2922;USCU_L03;Viadox;2020-07-08T00:00:00.000Z;9779.0
32767;2923;USCU_S14;Cityscape Cycles;2020-05-30T00:00:00.000Z;1778.0
32768;2924;USCU_S12;Century Cycles;2020-06-08T00:00:00.000Z;13335.0
32769;2925;USCU_L08;Veracity;2020-07-21T00:00:00.000Z;40894.0
32770;2926;USCU_S05;Greater Hartford Area;2020-06-06T00:00:00.000Z;128547.0
32771;2927;USCU_L03;Viadox;2020-07-05T00:00:00.000Z;60306.0
32772;2928;USCU_L04;Quotex;2020-07-09T00:00:00.000Z;57132.0
32773;2929;USCU_S16;Gogo Bikes;2020-06-05T00:00:00.000Z;39675.0
32774;2930;USCU_L09;Bigmart;2020-07-19T00:00:00.000Z;4761.0
32775;2931;USCU_S10;Turbo Bikes;2020-06-05T00:00:00.000Z;39675.0
32776;2932;USCU_L01;Skymart Corp;2020-07-09T00:00:00.000Z;3892.0
32777;2933;USCU_S05;Greater Hartford Area;2020-05-31T00:00:00.000Z;38920.0
32778;2934;USCU_S14;Cityscape Cycles;2020-05-30T00:00:00.000Z;3892.0
32779;2935;USCU_S09;Greenhigh Bikes;2020-06-08T00:00:00.000Z;58380.0
32780;2936;USCU_L01;Skymart Corp;2020-07-16T00:00:00.000Z;8475.0
32781;2937;USCU_S15;Northside Bikes;2020-05-30T00:00:00.000Z;3390.0
32782;2938;USCU_L04;Quotex;2020-07-19T00:00:00.000Z;75710.0
32783;2939;USCU_S12;Century Cycles;2020-06-02T00:00:00.000Z;565.0
32784;2940;USCU_L10;CostClub;2020-07-11T00:00:00.000Z;6780.0
32785;2941;USCU_S01;Performance Bikes;2020-06-06T00:00:00.000Z;565.0
32786;2942;USCU_S16;Gogo Bikes;2020-05-30T00:00:00.000Z;7954.0
32787;2943;USCU_S02;Custom Sports;2020-06-03T00:00:00.000Z;51701.0
32788;2944;USCU_L09;Bigmart;2020-07-07T00:00:00.000Z;7954.0
32789;2945;USCU_L06;Dexon;2020-07-10T00:00:00.000Z;27839.0
32790;2946;USCU_S07;Westend Cycles;2020-06-02T00:00:00.000Z;3977.0
32791;2947;USCU_S01;Performance Bikes;2020-05-31T00:00:00.000Z;15482.0
32792;2948;USCU_L05;Bluestar Corp;2020-07-21T00:00:00.000Z;7741.0
32793;2949;USCU_S15;Northside Bikes;2020-06-02T00:00:00.000Z;54187.0
32794;2950;USCU_S12;Century Cycles;2020-05-30T00:00:00.000Z;38705.0
32795;2951;USCU_L07;Interlude Inc;2020-07-11T00:00:00.000Z;11550.0
32796;2952;USCU_S17;Bikepros;2020-06-05T00:00:00.000Z;560.0
32797;2953;USCU_S05;Greater Hartford Area;2020-06-04T00:00:00.000Z;2660.0
32798;2954;USCU_L03;Viadox;2020-07-11T00:00:00.000Z;18060.0
32799;2955;USCU_S11;Bike World;2020-06-06T00:00:00.000Z;7000.0
32800;2956;USCU_L09;Bigmart;2020-07-09T00:00:00.000Z;700.0
32801;2957;USCU_S06;Hub & Spokes Inc;2020-06-02T00:00:00.000Z;7440.0
32802;2958;USCU_L08;Veracity;2020-07-08T00:00:00.000Z;5280.0
32803;2959;USCU_L02;Toys4U;2020-07-05T00:00:00.000Z;22080.0
32804;2960;USCU_S12;Century Cycles;2020-06-06T00:00:00.000Z;1440.0
32805;2961;USCU_L10;CostClub;2020-07-16T00:00:00.000Z;120.0
32806;2962;USCU_S17;Bikepros;2020-06-06T00:00:00.000Z;1080.0
32807;2963;USCU_L10;CostClub;2020-07-16T00:00:00.000Z;5600.0
32808;2964;USCU_S13;Rolling Bike Shop;2020-06-08T00:00:00.000Z;1440.0
32809;2965;USCU_L04;Quotex;2020-07-21T00:00:00.000Z;640.0
32810;2966;USCU_S15;Northside Bikes;2020-06-05T00:00:00.000Z;1600.0
32811;2967;USCU_S01;Performance Bikes;2020-06-01T00:00:00.000Z;2560.0
32812;2968;USCU_L02;Toys4U;2020-07-20T00:00:00.000Z;9440.0
32813;3006;USCU_S14;Cityscape Cycles;2020-06-04T00:00:00.000Z;51701.0
32814;3007;USCU_S16;Gogo Bikes;2020-06-06T00:00:00.000Z;85151.0
32815;3008;USCU_S08;Velocity Cycles;2020-06-10T00:00:00.000Z;170302.0
32816;3009;USCU_L04;Quotex;2020-07-21T00:00:00.000Z;7741.0
32817;3010;USCU_S03;Eastside Bikes;2020-06-11T00:00:00.000Z;100633.0
32818;3011;USCU_S04;Fit Cycles;2020-06-07T00:00:00.000Z;3150.0
32819;3012;USCU_S12;Century Cycles;2020-06-07T00:00:00.000Z;10290.0
32820;3013;USCU_L04;Quotex;2020-07-15T00:00:00.000Z;29400.0
32821;3014;USCU_L02;Toys4U;2020-07-21T00:00:00.000Z;7350.0
32822;3015;USCU_S14;Cityscape Cycles;2020-06-02T00:00:00.000Z;700.0
32823;3016;USCU_L09;Bigmart;2020-07-08T00:00:00.000Z;1190.0
32824;3017;USCU_L01;Skymart Corp;2020-07-11T00:00:00.000Z;15120.0
